id,filename,alloy,pass,level
Cu_Mg_pass8_5,DataECAP/Cu_Mg/pass8/disangles5.txt,Cu_Mg,8,5
Cu_Mg_pass8_6,DataECAP/Cu_Mg/pass8/disangles6.txt,Cu_Mg,8,6
Cu_Mg_pass8_7,DataECAP/Cu_Mg/pass8/disangles7.txt,Cu_Mg,8,7
Cu_Mg_pass8_8,DataECAP/Cu_Mg/pass8/disangles8.txt,Cu_Mg,8,8
Cu_Mg_pass8_9,DataECAP/Cu_Mg/pass8/disangles9.txt,Cu_Mg,8,9
Cu_Mg_pass8_10,DataECAP/Cu_Mg/pass8/disangles10.txt,Cu_Mg,8,10
Cu_Mg_pass8_11,DataECAP/Cu_Mg/pass8/disangles11.txt,Cu_Mg,8,11
Cu_Mg_pass8_12,DataECAP/Cu_Mg/pass8/disangles12.txt,Cu_Mg,8,12
Cu_Mg_pass8_13,DataECAP/Cu_Mg/pass8/disangles13.txt,Cu_Mg,8,13
Cu_Mg_pass8_14,DataECAP/Cu_Mg/pass8/disangles14.txt,Cu_Mg,8,14
Cu_Mg_pass8_15,DataECAP/Cu_Mg/pass8/disangles15.txt,Cu_Mg,8,15
Cu_Mg_pass8_16,DataECAP/Cu_Mg/pass8/disangles16.txt,Cu_Mg,8,16
Cu_Mg_pass8_17,DataECAP/Cu_Mg/pass8/disangles17.txt,Cu_Mg,8,17
Cu_Mg_pass8_18,DataECAP/Cu_Mg/pass8/disangles18.txt,Cu_Mg,8,18
Cu_Mg_pass8_19,DataECAP/Cu_Mg/pass8/disangles19.txt,Cu_Mg,8,19
Cu_Mg_pass8_20,DataECAP/Cu_Mg/pass8/disangles20.txt,Cu_Mg,8,20
