new_seeds_number,new_seeds_frac,omega,j0,j1,j2,j3,HAGBs_frac
35900,0.95779,-0.15952,0.00003,0.00001,0.00251,0.99745,0.99909
36000,0.95791,-0.16216,0.00003,0.00001,0.00250,0.99746,0.99909
36100,0.95802,-0.15991,0.00003,0.00001,0.00249,0.99747,0.99909
36200,0.95813,-0.15763,0.00003,0.00001,0.00249,0.99747,0.99910
36300,0.95824,-0.16049,0.00003,0.00001,0.00246,0.99751,0.99911
36400,0.95835,-0.15825,0.00003,0.00001,0.00245,0.99751,0.99911
36500,0.95846,-0.15608,0.00003,0.00001,0.00244,0.99752,0.99911
36600,0.95857,-0.15384,0.00003,0.00001,0.00244,0.99752,0.99912
36700,0.95868,-0.15675,0.00003,0.00001,0.00240,0.99756,0.99913
36800,0.95878,-0.15451,0.00003,0.00001,0.00240,0.99756,0.99913
36900,0.95889,-0.15226,0.00003,0.00001,0.00239,0.99757,0.99913
37000,0.95900,-0.15514,0.00003,0.00001,0.00236,0.99760,0.99914
37100,0.95910,-0.15298,0.00003,0.00001,0.00235,0.99761,0.99914
37200,0.95921,-0.16614,0.00003,0.00001,0.00232,0.99764,0.99915
37300,0.95931,-0.16918,0.00003,0.00001,0.00229,0.99767,0.99917
37400,0.95942,-0.16702,0.00003,0.00001,0.00228,0.99768,0.99917
37500,0.95952,-0.16490,0.00003,0.00001,0.00228,0.99768,0.99917
37600,0.95962,-0.17831,0.00003,0.00001,0.00222,0.99774,0.99919
37700,0.95973,-0.17622,0.00003,0.00001,0.00221,0.99775,0.99919
37800,0.95983,-0.17934,0.00001,0.00001,0.00222,0.99775,0.99920
37900,0.95993,-0.18247,0.00001,0.00001,0.00219,0.99778,0.99921
38000,0.96003,-0.18037,0.00001,0.00001,0.00218,0.99779,0.99921
38100,0.96013,-0.18883,0.00001,0.00001,0.00214,0.99783,0.99923
38200,0.96023,-0.18675,0.00001,0.00001,0.00214,0.99784,0.99923
38300,0.96033,-0.18473,0.00001,0.00001,0.00213,0.99784,0.99924
38400,0.96043,-0.18273,0.00001,0.00001,0.00212,0.99785,0.99924
38500,0.96053,-0.18068,0.00001,0.00001,0.00212,0.99786,0.99924
38600,0.96063,-0.17861,0.00001,0.00001,0.00211,0.99786,0.99924
38700,0.96073,-0.17655,0.00001,0.00001,0.00211,0.99787,0.99924
38800,0.96082,-0.17983,0.00001,0.00001,0.00210,0.99787,0.99925
38900,0.96092,-0.17780,0.00001,0.00001,0.00210,0.99788,0.99925
39000,0.96102,-0.17579,0.00001,0.00001,0.00209,0.99788,0.99925
39100,0.96111,-0.17374,0.00001,0.00001,0.00209,0.99789,0.99925
39200,0.96121,-0.17167,0.00001,0.00001,0.00208,0.99789,0.99925
39300,0.96130,-0.16957,0.00001,0.00001,0.00208,0.99790,0.99926
39400,0.96140,-0.16752,0.00001,0.00001,0.00207,0.99790,0.99926
39500,0.96149,-0.16546,0.00001,0.00001,0.00207,0.99791,0.99926
39600,0.96159,-0.16344,0.00001,0.00001,0.00206,0.99791,0.99926
39700,0.96168,-0.16137,0.00001,0.00001,0.00206,0.99792,0.99926
39800,0.96177,-0.15933,0.00001,0.00001,0.00205,0.99792,0.99926
39900,0.96186,-0.16274,0.00001,0.00001,0.00202,0.99795,0.99927
40000,0.96195,-0.16623,0.00001,0.00001,0.00202,0.99796,0.99928
40100,0.96205,-0.16423,0.00001,0.00001,0.00201,0.99796,0.99928
40200,0.96214,-0.16220,0.00001,0.00001,0.00201,0.99797,0.99928
40300,0.96223,-0.16026,0.00001,0.00001,0.00200,0.99797,0.99928
40400,0.96232,-0.15825,0.00001,0.00001,0.00200,0.99798,0.99928
40500,0.96241,-0.15619,0.00001,0.00001,0.00199,0.99798,0.99928
40600,0.96250,-0.15982,0.00001,0.00001,0.00197,0.99801,0.99929
40700,0.96258,-0.16906,0.00001,0.00001,0.00194,0.99804,0.99930
40800,0.96267,-0.17272,0.00001,0.00001,0.00191,0.99807,0.99931
40900,0.96276,-0.17073,0.00001,0.00001,0.00190,0.99807,0.99932
41000,0.96285,-0.16880,0.00001,0.00001,0.00190,0.99808,0.99932
41100,0.96294,-0.17250,0.00001,0.00001,0.00190,0.99808,0.99932
41200,0.96302,-0.17627,0.00001,0.00001,0.00189,0.99809,0.99932
41300,0.96311,-0.17430,0.00001,0.00001,0.00189,0.99809,0.99932
41400,0.96319,-0.17237,0.00001,0.00001,0.00188,0.99809,0.99932
41500,0.96328,-0.18190,0.00001,0.00001,0.00188,0.99810,0.99932
41600,0.96336,-0.17999,0.00001,0.00001,0.00187,0.99810,0.99933
41700,0.96345,-0.17811,0.00001,0.00001,0.00187,0.99811,0.99933
41800,0.96353,-0.18197,0.00001,0.00001,0.00184,0.99814,0.99934
41900,0.96362,-0.18007,0.00001,0.00001,0.00184,0.99814,0.99934
42000,0.96370,-0.17813,0.00001,0.00001,0.00183,0.99814,0.99934
42100,0.96378,-0.17622,0.00001,0.00001,0.00183,0.99815,0.99934
42200,0.96387,-0.17436,0.00001,0.00001,0.00182,0.99815,0.99934
42300,0.96395,-0.17241,0.00001,0.00001,0.00182,0.99816,0.99934
42400,0.96403,-0.17048,0.00001,0.00001,0.00182,0.99816,0.99935
42500,0.96411,-0.16860,0.00001,0.00001,0.00181,0.99816,0.99935
42600,0.96419,-0.17840,0.00001,0.00001,0.00176,0.99821,0.99936
42700,0.96427,-0.17657,0.00001,0.00001,0.00176,0.99822,0.99937
42800,0.96435,-0.17470,0.00001,0.00001,0.00175,0.99822,0.99937
42900,0.96444,-0.17871,0.00001,0.00001,0.00173,0.99825,0.99938
43000,0.96451,-0.17680,0.00001,0.00001,0.00172,0.99825,0.99938
43100,0.96459,-0.17502,0.00001,0.00001,0.00172,0.99826,0.99938
43200,0.96467,-0.17315,0.00001,0.00001,0.00172,0.99826,0.99938
43300,0.96475,-0.17730,0.00001,0.00001,0.00172,0.99825,0.99938
43400,0.96483,-0.17550,0.00001,0.00001,0.00172,0.99826,0.99938
43500,0.96491,-0.17364,0.00001,0.00001,0.00172,0.99826,0.99938
43600,0.96499,-0.17177,0.00001,0.00001,0.00171,0.99827,0.99939
43700,0.96506,-0.17596,0.00001,0.00001,0.00171,0.99827,0.99939
43800,0.96514,-0.18010,0.00001,0.00001,0.00168,0.99830,0.99940
43900,0.96522,-0.19038,0.00001,0.00001,0.00163,0.99834,0.99941
44000,0.96529,-0.18858,0.00001,0.00001,0.00163,0.99835,0.99941
44100,0.96537,-0.18678,0.00001,0.00001,0.00163,0.99835,0.99941
44200,0.96544,-0.18504,0.00001,0.00001,0.00162,0.99835,0.99942
44300,0.96552,-0.18321,0.00001,0.00001,0.00162,0.99836,0.99942
44400,0.96560,-0.18755,0.00001,0.00001,0.00162,0.99836,0.99942
44500,0.96567,-0.18575,0.00001,0.00001,0.00161,0.99836,0.99942
44600,0.96574,-0.18399,0.00001,0.00001,0.00161,0.99837,0.99942
44700,0.96582,-0.18835,0.00001,0.00001,0.00158,0.99839,0.99943
44800,0.96589,-0.18653,0.00001,0.00001,0.00158,0.99840,0.99943
44900,0.96597,-0.19091,0.00001,0.00001,0.00158,0.99840,0.99943
45000,0.96604,-0.18924,0.00001,0.00001,0.00157,0.99840,0.99943
45100,0.96611,-0.19371,0.00001,0.00001,0.00155,0.99843,0.99944
45200,0.96618,-0.19822,0.00001,0.00001,0.00155,0.99843,0.99944
45300,0.96626,-0.19648,0.00001,0.00001,0.00154,0.99844,0.99944
45400,0.96633,-0.20728,0.00001,0.00001,0.00152,0.99846,0.99945
45500,0.96640,-0.20562,0.00001,0.00001,0.00151,0.99846,0.99945
45600,0.96647,-0.20398,0.00001,0.00001,0.00151,0.99847,0.99945
45700,0.96654,-0.20231,0.00001,0.00001,0.00151,0.99847,0.99946
45800,0.96661,-0.20063,0.00001,0.00001,0.00151,0.99847,0.99946
45900,0.96668,-0.21153,0.00001,0.00001,0.00148,0.99850,0.99946
46000,0.96675,-0.21614,0.00001,0.00001,0.00146,0.99852,0.99947
46100,0.96682,-0.21452,0.00001,0.00001,0.00145,0.99853,0.99947
46200,0.96689,-0.21920,0.00001,0.00001,0.00145,0.99853,0.99948
46300,0.96696,-0.21753,0.00001,0.00001,0.00145,0.99853,0.99948
46400,0.96703,-0.21593,0.00001,0.00001,0.00144,0.99853,0.99948
46500,0.96710,-0.21430,0.00001,0.00001,0.00144,0.99854,0.99948
46600,0.96717,-0.21263,0.00001,0.00001,0.00144,0.99854,0.99948
46700,0.96723,-0.21101,0.00001,0.00001,0.00144,0.99854,0.99948
46800,0.96730,-0.20941,0.00001,0.00001,0.00143,0.99855,0.99948
46900,0.96737,-0.20777,0.00001,0.00001,0.00143,0.99855,0.99948
47000,0.96744,-0.20613,0.00001,0.00001,0.00143,0.99855,0.99948
47100,0.96750,-0.21098,0.00001,0.00001,0.00140,0.99858,0.99949
47200,0.96757,-0.20936,0.00001,0.00001,0.00140,0.99858,0.99949
47300,0.96764,-0.22066,0.00001,0.00001,0.00139,0.99859,0.99950
47400,0.96770,-0.21908,0.00001,0.00001,0.00138,0.99860,0.99950
47500,0.96777,-0.21751,0.00001,0.00001,0.00138,0.99860,0.99950
47600,0.96783,-0.21594,0.00001,0.00001,0.00138,0.99860,0.99950
47700,0.96790,-0.22087,0.00001,0.00001,0.00136,0.99862,0.99951
47800,0.96796,-0.21927,0.00001,0.00001,0.00135,0.99863,0.99951
47900,0.96803,-0.23743,0.00001,0.00001,0.00133,0.99865,0.99952
48000,0.96809,-0.23588,0.00001,0.00001,0.00133,0.99865,0.99952
48100,0.96816,-0.23434,0.00001,0.00001,0.00132,0.99866,0.99952
48200,0.96822,-0.23941,0.00001,0.00001,0.00130,0.99868,0.99953
48300,0.96829,-0.23787,0.00001,0.00001,0.00130,0.99868,0.99953
48400,0.96835,-0.23634,0.00001,0.00001,0.00130,0.99868,0.99953
48500,0.96841,-0.23479,0.00001,0.00001,0.00129,0.99869,0.99953
48600,0.96847,-0.23326,0.00001,0.00001,0.00129,0.99869,0.99953
48700,0.96854,-0.23171,0.00001,0.00001,0.00129,0.99869,0.99953
48800,0.96860,-0.23019,0.00001,0.00001,0.00129,0.99869,0.99954
48900,0.96866,-0.22869,0.00001,0.00001,0.00128,0.99870,0.99954
49000,0.96872,-0.23388,0.00001,0.00001,0.00126,0.99872,0.99954
49100,0.96879,-0.23234,0.00001,0.00001,0.00126,0.99872,0.99954
49200,0.96885,-0.23756,0.00001,0.00001,0.00124,0.99874,0.99955
49300,0.96891,-0.23604,0.00001,0.00001,0.00123,0.99875,0.99955
49400,0.96897,-0.23452,0.00001,0.00001,0.00123,0.99875,0.99955
49500,0.96903,-0.23977,0.00001,0.00001,0.00121,0.99877,0.99956
49600,0.96909,-0.23828,0.00001,0.00001,0.00121,0.99877,0.99956
49700,0.96915,-0.23682,0.00001,0.00001,0.00120,0.99878,0.99956
49800,0.96921,-0.23534,0.00001,0.00001,0.00120,0.99878,0.99956
49900,0.96927,-0.23384,0.00001,0.00001,0.00120,0.99878,0.99956
50000,0.96933,-0.23236,0.00001,0.00001,0.00120,0.99878,0.99957
