new_seeds_number,new_seeds_frac,omega,j0,j1,j2,j3,HAGBs_frac
630,0.28481,0.02300,0.04098,0.02732,0.32784,0.60386,0.83073
640,0.28803,0.02223,0.04033,0.02720,0.32544,0.60703,0.83241
650,0.29122,0.02265,0.03967,0.02660,0.32345,0.61027,0.83410
660,0.29438,0.02415,0.03951,0.02649,0.32117,0.61283,0.83512
670,0.29751,0.02544,0.03932,0.02614,0.31922,0.61531,0.83617
680,0.30062,0.03095,0.03914,0.02602,0.31729,0.61755,0.83707
690,0.30370,0.03269,0.03896,0.02567,0.31584,0.61953,0.83796
700,0.30675,0.03502,0.03856,0.02555,0.31326,0.62263,0.83929
710,0.30977,0.03198,0.03816,0.02544,0.31115,0.62526,0.84045
720,0.31277,0.03327,0.03799,0.02533,0.30891,0.62777,0.84144
730,0.31574,0.03186,0.03782,0.02499,0.30752,0.62967,0.84229
740,0.31869,0.03413,0.03765,0.02465,0.30569,0.63200,0.84328
750,0.32161,0.03596,0.03726,0.02454,0.30455,0.63365,0.84412
760,0.32451,0.03420,0.03688,0.02399,0.30349,0.63564,0.84522
770,0.32738,0.03617,0.03672,0.02389,0.30170,0.63769,0.84604
780,0.33023,0.03738,0.03656,0.02356,0.29905,0.64083,0.84729
790,0.33305,0.03317,0.03640,0.02346,0.29737,0.64276,0.84807
800,0.33585,0.03154,0.03625,0.02315,0.29526,0.64534,0.84914
810,0.33863,0.03448,0.03609,0.02283,0.29354,0.64753,0.85007
820,0.34138,0.03368,0.03595,0.02274,0.29190,0.64942,0.85083
830,0.34411,0.03580,0.03579,0.02242,0.29064,0.65114,0.85161
840,0.34682,0.03751,0.03564,0.02190,0.28939,0.65307,0.85252
850,0.34951,0.03604,0.03549,0.02180,0.28773,0.65498,0.85328
860,0.35217,0.03698,0.03512,0.02171,0.28672,0.65645,0.85404
870,0.35481,0.03877,0.03497,0.02162,0.28508,0.65833,0.85479
880,0.35743,0.03897,0.03482,0.02153,0.28261,0.66104,0.85581
890,0.36003,0.03777,0.03469,0.02144,0.28148,0.66239,0.85639
900,0.36261,0.03862,0.03455,0.02136,0.27973,0.66436,0.85724
910,0.36517,0.03835,0.03420,0.02127,0.27752,0.66701,0.85838
920,0.36771,0.03626,0.03385,0.02118,0.27409,0.67089,0.85992
930,0.37022,0.03737,0.03371,0.02089,0.27254,0.67287,0.86076
940,0.37272,0.03857,0.03337,0.02080,0.27127,0.67456,0.86158
950,0.37520,0.03637,0.03303,0.02051,0.26954,0.67692,0.86268
960,0.37766,0.03616,0.03269,0.02022,0.26823,0.67886,0.86364
970,0.38009,0.03761,0.03235,0.01994,0.26653,0.68118,0.86472
980,0.38251,0.03745,0.03223,0.01966,0.26591,0.68221,0.86524
990,0.38491,0.03640,0.03210,0.01938,0.26368,0.68484,0.86629
1000,0.38730,0.03601,0.03177,0.01930,0.26201,0.68691,0.86722
