new_seeds_number,new_seeds_frac,omega,j0,j1,j2,j3,HAGBs_frac
3640,0.69705,0.09029,0.00617,0.00412,0.09330,0.89641,0.95948
3650,0.69763,0.08878,0.00606,0.00411,0.09321,0.89662,0.95962
3660,0.69821,0.08984,0.00605,0.00410,0.09303,0.89682,0.95970
3670,0.69878,0.09173,0.00604,0.00409,0.09285,0.89702,0.95978
3680,0.69935,0.09217,0.00603,0.00408,0.09247,0.89741,0.95992
3690,0.69992,0.09283,0.00602,0.00408,0.09229,0.89761,0.96000
3700,0.70049,0.09210,0.00601,0.00407,0.09212,0.89781,0.96008
3710,0.70106,0.08832,0.00599,0.00406,0.09155,0.89840,0.96028
3720,0.70162,0.08594,0.00598,0.00405,0.09129,0.89868,0.96042
3730,0.70218,0.08473,0.00597,0.00405,0.09073,0.89925,0.96062
3740,0.70274,0.08286,0.00596,0.00385,0.09017,0.90002,0.96095
3750,0.70330,0.08389,0.00595,0.00384,0.09000,0.90021,0.96102
3760,0.70386,0.08352,0.00594,0.00383,0.08964,0.90059,0.96116
3770,0.70441,0.08285,0.00593,0.00382,0.08908,0.90117,0.96136
3780,0.70496,0.08413,0.00591,0.00382,0.08853,0.90174,0.96156
3790,0.70551,0.08358,0.00590,0.00381,0.08798,0.90230,0.96176
3800,0.70606,0.08427,0.00589,0.00371,0.08782,0.90259,0.96189
3810,0.70660,0.08398,0.00579,0.00370,0.08755,0.90296,0.96209
3820,0.70715,0.08423,0.00578,0.00369,0.08720,0.90333,0.96223
3830,0.70769,0.08109,0.00577,0.00369,0.08685,0.90370,0.96236
3840,0.70823,0.08162,0.00575,0.00368,0.08650,0.90407,0.96249
3850,0.70876,0.08085,0.00574,0.00358,0.08634,0.90434,0.96262
3860,0.70930,0.08179,0.00573,0.00357,0.08618,0.90452,0.96269
3870,0.70983,0.08227,0.00572,0.00356,0.08601,0.90470,0.96276
3880,0.71036,0.08348,0.00571,0.00356,0.08585,0.90488,0.96283
3890,0.71089,0.08410,0.00561,0.00346,0.08579,0.90515,0.96302
3900,0.71142,0.08359,0.00560,0.00345,0.08563,0.90533,0.96309
3910,0.71194,0.08502,0.00559,0.00344,0.08547,0.90550,0.96316
3920,0.71247,0.08647,0.00558,0.00344,0.08532,0.90567,0.96322
3930,0.71299,0.08792,0.00557,0.00343,0.08516,0.90584,0.96329
3940,0.71351,0.08779,0.00556,0.00343,0.08500,0.90602,0.96336
3950,0.71403,0.08851,0.00555,0.00342,0.08466,0.90638,0.96349
3960,0.71454,0.08913,0.00554,0.00341,0.08450,0.90655,0.96356
3970,0.71506,0.08925,0.00552,0.00341,0.08435,0.90672,0.96362
3980,0.71557,0.09013,0.00551,0.00340,0.08419,0.90689,0.96369
3990,0.71608,0.08942,0.00551,0.00339,0.08404,0.90706,0.96375
4000,0.71659,0.09057,0.00550,0.00339,0.08371,0.90741,0.96388
4010,0.71710,0.08853,0.00539,0.00329,0.08346,0.90785,0.96413
4020,0.71760,0.08920,0.00538,0.00328,0.08331,0.90802,0.96419
4030,0.71810,0.08654,0.00537,0.00328,0.08279,0.90855,0.96438
4040,0.71861,0.08800,0.00536,0.00327,0.08264,0.90872,0.96444
4050,0.71911,0.08712,0.00526,0.00327,0.08240,0.90907,0.96462
4060,0.71960,0.08863,0.00525,0.00326,0.08225,0.90923,0.96469
4070,0.72010,0.08861,0.00524,0.00326,0.08211,0.90940,0.96475
4080,0.72059,0.08971,0.00524,0.00325,0.08196,0.90956,0.96481
4090,0.72109,0.09007,0.00523,0.00324,0.08182,0.90971,0.96488
4100,0.72158,0.08844,0.00522,0.00324,0.08167,0.90988,0.96494
4110,0.72207,0.09014,0.00521,0.00323,0.08152,0.91004,0.96500
4120,0.72255,0.09022,0.00520,0.00323,0.08120,0.91038,0.96512
4130,0.72304,0.08960,0.00519,0.00322,0.08069,0.91090,0.96530
4140,0.72352,0.08844,0.00518,0.00321,0.08001,0.91159,0.96554
4150,0.72401,0.08889,0.00508,0.00321,0.07978,0.91193,0.96572
4160,0.72449,0.08810,0.00507,0.00320,0.07947,0.91225,0.96584
4170,0.72497,0.08841,0.00506,0.00320,0.07933,0.91241,0.96590
4180,0.72544,0.08721,0.00497,0.00319,0.07928,0.91257,0.96602
4190,0.72592,0.08838,0.00496,0.00319,0.07914,0.91272,0.96608
4200,0.72639,0.09068,0.00495,0.00318,0.07900,0.91287,0.96614
4210,0.72686,0.09084,0.00485,0.00318,0.07895,0.91303,0.96625
4220,0.72734,0.09136,0.00484,0.00317,0.07881,0.91318,0.96631
4230,0.72780,0.08962,0.00475,0.00316,0.07841,0.91368,0.96654
4240,0.72827,0.09075,0.00474,0.00316,0.07827,0.91383,0.96660
4250,0.72874,0.09124,0.00473,0.00315,0.07814,0.91398,0.96666
4260,0.72920,0.09186,0.00472,0.00315,0.07801,0.91412,0.96672
4270,0.72967,0.09259,0.00471,0.00314,0.07787,0.91427,0.96677
4280,0.73013,0.08977,0.00462,0.00314,0.07765,0.91460,0.96695
4290,0.73059,0.08810,0.00461,0.00313,0.07734,0.91492,0.96706
4300,0.73104,0.08666,0.00460,0.00313,0.07720,0.91507,0.96712
4310,0.73150,0.08610,0.00459,0.00312,0.07672,0.91556,0.96729
4320,0.73196,0.08464,0.00450,0.00312,0.07668,0.91571,0.96740
4330,0.73241,0.08058,0.00449,0.00302,0.07638,0.91611,0.96757
4340,0.73286,0.08213,0.00449,0.00302,0.07625,0.91625,0.96763
4350,0.73331,0.08176,0.00448,0.00301,0.07612,0.91639,0.96768
4360,0.73376,0.08175,0.00447,0.00301,0.07564,0.91688,0.96785
4370,0.73421,0.08083,0.00446,0.00300,0.07551,0.91702,0.96791
4380,0.73465,0.08288,0.00445,0.00300,0.07538,0.91717,0.96796
4390,0.73510,0.08178,0.00445,0.00299,0.07526,0.91730,0.96801
4400,0.73554,0.07970,0.00444,0.00299,0.07496,0.91761,0.96812
4410,0.73598,0.08127,0.00443,0.00298,0.07483,0.91775,0.96818
4420,0.73642,0.08195,0.00442,0.00298,0.07470,0.91789,0.96823
4430,0.73686,0.08097,0.00442,0.00289,0.07407,0.91863,0.96851
4440,0.73730,0.07896,0.00432,0.00288,0.07386,0.91893,0.96868
4450,0.73773,0.08008,0.00432,0.00288,0.07356,0.91924,0.96879
4460,0.73817,0.08085,0.00431,0.00287,0.07344,0.91937,0.96884
4470,0.73860,0.08175,0.00430,0.00287,0.07332,0.91951,0.96889
4480,0.73903,0.08014,0.00421,0.00286,0.07328,0.91964,0.96900
4490,0.73946,0.08192,0.00420,0.00286,0.07316,0.91978,0.96905
4500,0.73989,0.08165,0.00420,0.00285,0.07287,0.92008,0.96915
4510,0.74032,0.08286,0.00419,0.00285,0.07275,0.92021,0.96921
4520,0.74074,0.08395,0.00418,0.00284,0.07262,0.92035,0.96926
4530,0.74116,0.08082,0.00418,0.00284,0.07234,0.92065,0.96936
4540,0.74159,0.07962,0.00417,0.00284,0.07222,0.92077,0.96941
4550,0.74201,0.07498,0.00416,0.00283,0.07160,0.92141,0.96963
4560,0.74243,0.07628,0.00416,0.00283,0.07148,0.92154,0.96968
4570,0.74285,0.07697,0.00415,0.00282,0.07120,0.92183,0.96978
4580,0.74327,0.07857,0.00414,0.00282,0.07108,0.92196,0.96983
4590,0.74368,0.07962,0.00414,0.00281,0.07096,0.92209,0.96988
4600,0.74410,0.07915,0.00413,0.00281,0.07051,0.92255,0.97004
4610,0.74451,0.08044,0.00412,0.00280,0.07040,0.92268,0.97009
4620,0.74492,0.08228,0.00411,0.00280,0.07028,0.92280,0.97014
4630,0.74533,0.08260,0.00411,0.00279,0.06984,0.92326,0.97030
4640,0.74574,0.08433,0.00410,0.00279,0.06972,0.92339,0.97035
4650,0.74615,0.08475,0.00401,0.00278,0.06953,0.92368,0.97050
4660,0.74656,0.08354,0.00401,0.00278,0.06925,0.92396,0.97060
4670,0.74696,0.08526,0.00400,0.00278,0.06914,0.92408,0.97065
4680,0.74737,0.08392,0.00399,0.00277,0.06887,0.92437,0.97075
4690,0.74777,0.08431,0.00399,0.00277,0.06859,0.92465,0.97085
4700,0.74817,0.08295,0.00398,0.00276,0.06848,0.92478,0.97090
4710,0.74857,0.08072,0.00397,0.00276,0.06837,0.92490,0.97095
4720,0.74897,0.08098,0.00397,0.00275,0.06826,0.92502,0.97099
4730,0.74937,0.08060,0.00396,0.00275,0.06799,0.92530,0.97109
4740,0.74976,0.08157,0.00396,0.00274,0.06772,0.92558,0.97119
4750,0.75016,0.08130,0.00395,0.00274,0.06729,0.92602,0.97134
4760,0.75055,0.07925,0.00386,0.00274,0.06710,0.92630,0.97150
4770,0.75094,0.07979,0.00386,0.00273,0.06683,0.92658,0.97160
4780,0.75134,0.08084,0.00385,0.00273,0.06673,0.92670,0.97164
4790,0.75173,0.08178,0.00384,0.00272,0.06646,0.92698,0.97174
4800,0.75212,0.08126,0.00384,0.00272,0.06635,0.92709,0.97178
4810,0.75250,0.08145,0.00383,0.00271,0.06625,0.92721,0.97183
4820,0.75289,0.08322,0.00383,0.00271,0.06614,0.92732,0.97187
4830,0.75328,0.08310,0.00382,0.00263,0.06604,0.92752,0.97197
4840,0.75366,0.08318,0.00381,0.00262,0.06577,0.92779,0.97207
4850,0.75404,0.08221,0.00381,0.00262,0.06567,0.92791,0.97211
4860,0.75442,0.07976,0.00380,0.00261,0.06525,0.92834,0.97226
4870,0.75480,0.07918,0.00379,0.00261,0.06499,0.92861,0.97236
4880,0.75518,0.08007,0.00379,0.00260,0.06488,0.92872,0.97240
4890,0.75556,0.07684,0.00378,0.00260,0.06447,0.92915,0.97255
4900,0.75594,0.07877,0.00378,0.00260,0.06436,0.92926,0.97259
4910,0.75632,0.07955,0.00377,0.00259,0.06426,0.92937,0.97263
4920,0.75669,0.08032,0.00377,0.00259,0.06416,0.92948,0.97268
4930,0.75706,0.07674,0.00376,0.00251,0.06406,0.92967,0.97277
4940,0.75744,0.07324,0.00375,0.00242,0.06380,0.93002,0.97292
4950,0.75781,0.07314,0.00375,0.00242,0.06339,0.93044,0.97306
4960,0.75818,0.07389,0.00374,0.00242,0.06329,0.93055,0.97310
4970,0.75855,0.07358,0.00366,0.00241,0.06327,0.93066,0.97320
4980,0.75891,0.07251,0.00365,0.00241,0.06302,0.93092,0.97329
4990,0.75928,0.07451,0.00365,0.00241,0.06293,0.93102,0.97333
5000,0.75965,0.07020,0.00364,0.00240,0.06268,0.93127,0.97342
