new_seeds_number,new_seeds_frac,omega,j0,j1,j2,j3,HAGBs_frac
373,0.19079,0.05626,0.04868,0.04092,0.39262,0.51779,0.79255
374,0.19121,0.05548,0.04865,0.04090,0.39241,0.51804,0.79266
375,0.19162,0.05639,0.04862,0.04088,0.39220,0.51830,0.79277
376,0.19203,0.05505,0.04860,0.04059,0.39199,0.51883,0.79306
377,0.19245,0.05483,0.04857,0.04057,0.39125,0.51962,0.79334
378,0.19286,0.05293,0.04828,0.04054,0.39077,0.52041,0.79380
379,0.19327,0.05327,0.04825,0.04052,0.39056,0.52066,0.79391
380,0.19368,0.05306,0.04823,0.04050,0.39035,0.52092,0.79401
381,0.19409,0.05340,0.04820,0.04048,0.38961,0.52170,0.79430
382,0.19450,0.05373,0.04818,0.04046,0.38941,0.52196,0.79441
383,0.19491,0.05296,0.04815,0.04044,0.38867,0.52275,0.79469
384,0.19532,0.05107,0.04813,0.04015,0.38899,0.52273,0.79480
385,0.19573,0.04863,0.04810,0.04013,0.38825,0.52352,0.79508
386,0.19614,0.04841,0.04807,0.03984,0.38805,0.52404,0.79536
387,0.19655,0.04930,0.04805,0.03982,0.38784,0.52429,0.79547
388,0.19695,0.04908,0.04802,0.03980,0.38711,0.52507,0.79575
389,0.19736,0.04941,0.04773,0.03978,0.38717,0.52532,0.79603
390,0.19777,0.05066,0.04772,0.03977,0.38706,0.52545,0.79610
391,0.19818,0.05153,0.04769,0.03975,0.38686,0.52570,0.79621
392,0.19858,0.05294,0.04767,0.03972,0.38665,0.52595,0.79631
393,0.19899,0.05161,0.04764,0.03970,0.38645,0.52620,0.79642
394,0.19939,0.05083,0.04762,0.03968,0.38624,0.52646,0.79652
395,0.19980,0.05006,0.04759,0.03966,0.38604,0.52671,0.79663
396,0.20020,0.04874,0.04730,0.03964,0.38610,0.52696,0.79691
397,0.20061,0.04742,0.04728,0.03962,0.38590,0.52721,0.79702
398,0.20101,0.04719,0.04725,0.03960,0.38569,0.52746,0.79712
399,0.20141,0.04804,0.04723,0.03958,0.38549,0.52770,0.79723
400,0.20182,0.04780,0.04720,0.03956,0.38476,0.52848,0.79751
401,0.20222,0.04917,0.04718,0.03954,0.38455,0.52873,0.79761
402,0.20262,0.05000,0.04715,0.03952,0.38435,0.52898,0.79772
403,0.20302,0.05136,0.04713,0.03949,0.38415,0.52923,0.79782
404,0.20342,0.05058,0.04711,0.03947,0.38342,0.53000,0.79810
405,0.20382,0.05193,0.04708,0.03945,0.38322,0.53025,0.79820
406,0.20423,0.05062,0.04706,0.03943,0.38302,0.53049,0.79831
407,0.20463,0.04931,0.04703,0.03941,0.38229,0.53127,0.79858
408,0.20503,0.04906,0.04701,0.03939,0.38209,0.53151,0.79869
409,0.20542,0.04986,0.04698,0.03937,0.38189,0.53176,0.79879
410,0.20582,0.05014,0.04696,0.03935,0.38169,0.53200,0.79890
411,0.20622,0.04936,0.04693,0.03933,0.38149,0.53225,0.79900
412,0.20662,0.05015,0.04691,0.03931,0.38129,0.53249,0.79910
413,0.20702,0.04990,0.04688,0.03929,0.38109,0.53274,0.79921
414,0.20741,0.04911,0.04686,0.03927,0.38089,0.53298,0.79931
415,0.20781,0.04781,0.04683,0.03898,0.38069,0.53349,0.79959
416,0.20821,0.04599,0.04681,0.03896,0.37997,0.53426,0.79986
417,0.20860,0.04730,0.04679,0.03894,0.37977,0.53450,0.79997
418,0.20900,0.04704,0.04624,0.03892,0.38009,0.53474,0.80041
419,0.20940,0.04574,0.04621,0.03890,0.37990,0.53499,0.80051
420,0.20979,0.04755,0.04619,0.03888,0.37970,0.53523,0.80062
421,0.21018,0.04626,0.04617,0.03886,0.37950,0.53547,0.80072
422,0.21058,0.04548,0.04614,0.03858,0.37930,0.53597,0.80099
423,0.21097,0.04419,0.04612,0.03830,0.37858,0.53700,0.80144
424,0.21137,0.04480,0.04611,0.03829,0.37848,0.53712,0.80151
425,0.21176,0.04437,0.04609,0.03828,0.37839,0.53724,0.80157
426,0.21215,0.04513,0.04607,0.03826,0.37819,0.53748,0.80168
427,0.21254,0.04486,0.04605,0.03798,0.37799,0.53798,0.80195
428,0.21294,0.04307,0.04576,0.03770,0.37806,0.53848,0.80239
429,0.21333,0.04382,0.04574,0.03768,0.37786,0.53872,0.80249
430,0.21372,0.04152,0.04571,0.03740,0.37818,0.53870,0.80259
431,0.21411,0.04177,0.04569,0.03738,0.37799,0.53894,0.80269
432,0.21450,0.03948,0.04567,0.03736,0.37779,0.53918,0.80280
433,0.21489,0.04073,0.04564,0.03734,0.37759,0.53942,0.80290
434,0.21528,0.03996,0.04562,0.03733,0.37740,0.53966,0.80300
435,0.21567,0.03919,0.04560,0.03731,0.37720,0.53990,0.80310
436,0.21606,0.03892,0.04557,0.03729,0.37701,0.54013,0.80320
437,0.21644,0.03866,0.04555,0.03727,0.37681,0.54037,0.80330
438,0.21683,0.03889,0.04553,0.03725,0.37662,0.54061,0.80340
439,0.21722,0.03812,0.04550,0.03723,0.37642,0.54085,0.80350
440,0.21761,0.03935,0.04548,0.03721,0.37623,0.54109,0.80360
441,0.21799,0.03842,0.04547,0.03720,0.37613,0.54120,0.80367
442,0.21838,0.03765,0.04544,0.03718,0.37594,0.54144,0.80377
443,0.21877,0.03837,0.04542,0.03716,0.37574,0.54168,0.80387
444,0.21915,0.03809,0.04540,0.03714,0.37555,0.54191,0.80396
445,0.21954,0.03881,0.04537,0.03712,0.37535,0.54215,0.80406
446,0.21992,0.03853,0.04535,0.03710,0.37465,0.54290,0.80433
447,0.22031,0.03825,0.04533,0.03683,0.37394,0.54391,0.80477
448,0.22069,0.03797,0.04530,0.03681,0.37375,0.54414,0.80487
449,0.22107,0.03671,0.04528,0.03679,0.37355,0.54438,0.80497
450,0.22146,0.03546,0.04423,0.03677,0.37490,0.54410,0.80557
451,0.22184,0.03616,0.04420,0.03675,0.37471,0.54433,0.80567
452,0.22222,0.03637,0.04418,0.03673,0.37452,0.54457,0.80577
453,0.22260,0.03608,0.04416,0.03671,0.37433,0.54480,0.80587
454,0.22299,0.03629,0.04414,0.03669,0.37413,0.54503,0.80597
455,0.22337,0.03504,0.04386,0.03668,0.37369,0.54578,0.80640
456,0.22375,0.03524,0.04383,0.03666,0.37349,0.54601,0.80650
457,0.22413,0.03592,0.04381,0.03664,0.37279,0.54676,0.80677
458,0.22451,0.03499,0.04380,0.03663,0.37269,0.54688,0.80683
459,0.22489,0.03519,0.04378,0.03661,0.37250,0.54711,0.80693
460,0.22527,0.03442,0.04376,0.03634,0.37282,0.54708,0.80703
461,0.22565,0.03462,0.04373,0.03632,0.37263,0.54731,0.80712
462,0.22603,0.03289,0.04346,0.03604,0.37219,0.54831,0.80772
463,0.22641,0.03260,0.04343,0.03602,0.37200,0.54854,0.80782
464,0.22678,0.03136,0.04316,0.03601,0.37206,0.54877,0.80809
465,0.22716,0.03060,0.04313,0.03599,0.37187,0.54900,0.80818
466,0.22754,0.03126,0.04311,0.03597,0.37168,0.54923,0.80828
467,0.22792,0.03288,0.04309,0.03595,0.37149,0.54946,0.80838
468,0.22829,0.03402,0.04307,0.03593,0.37130,0.54969,0.80847
469,0.22867,0.03325,0.04254,0.03591,0.37112,0.55043,0.80907
470,0.22904,0.03343,0.04252,0.03590,0.37093,0.55066,0.80917
471,0.22942,0.03219,0.04249,0.03588,0.37023,0.55140,0.80943
472,0.22980,0.03284,0.04247,0.03586,0.37004,0.55163,0.80952
473,0.23017,0.03395,0.04245,0.03584,0.36985,0.55186,0.80962
474,0.23054,0.03412,0.04243,0.03582,0.36966,0.55208,0.80971
475,0.23092,0.03335,0.04241,0.03580,0.36948,0.55231,0.80981
476,0.23129,0.03305,0.04239,0.03579,0.36929,0.55254,0.80990
477,0.23167,0.03369,0.04236,0.03577,0.36910,0.55277,0.81000
478,0.23204,0.03386,0.04234,0.03575,0.36891,0.55299,0.81009
479,0.23241,0.03542,0.04232,0.03573,0.36873,0.55322,0.81019
480,0.23278,0.03604,0.04230,0.03571,0.36854,0.55344,0.81028
481,0.23316,0.03666,0.04228,0.03570,0.36835,0.55367,0.81038
482,0.23353,0.03682,0.04226,0.03568,0.36766,0.55440,0.81064
483,0.23390,0.03697,0.04224,0.03566,0.36748,0.55463,0.81073
484,0.23427,0.03758,0.04221,0.03564,0.36729,0.55485,0.81083
485,0.23464,0.03634,0.04194,0.03562,0.36736,0.55508,0.81109
486,0.23501,0.03741,0.04192,0.03561,0.36717,0.55530,0.81118
487,0.23538,0.03847,0.04190,0.03559,0.36699,0.55553,0.81128
488,0.23575,0.03907,0.04188,0.03557,0.36680,0.55575,0.81137
489,0.23612,0.03967,0.04186,0.03555,0.36611,0.55648,0.81163
490,0.23649,0.03889,0.04183,0.03553,0.36542,0.55721,0.81189
491,0.23685,0.03948,0.04181,0.03552,0.36474,0.55793,0.81215
492,0.23722,0.04053,0.04179,0.03550,0.36455,0.55816,0.81224
493,0.23759,0.04111,0.04177,0.03548,0.36437,0.55838,0.81233
494,0.23796,0.04170,0.04175,0.03546,0.36368,0.55910,0.81259
495,0.23832,0.04273,0.04173,0.03544,0.36350,0.55933,0.81269
496,0.23869,0.04376,0.04171,0.03543,0.36332,0.55955,0.81278
497,0.23906,0.04433,0.04169,0.03541,0.36313,0.55977,0.81287
498,0.23942,0.04444,0.04167,0.03539,0.36295,0.55999,0.81296
499,0.23979,0.04501,0.04165,0.03537,0.36277,0.56021,0.81306
500,0.24015,0.04422,0.04162,0.03536,0.36259,0.56043,0.81315
501,0.24052,0.04523,0.04160,0.03534,0.36241,0.56065,0.81324
502,0.24088,0.04579,0.04158,0.03532,0.36172,0.56137,0.81350
503,0.24125,0.04634,0.04156,0.03530,0.36154,0.56159,0.81359
504,0.24161,0.04465,0.04154,0.03529,0.36086,0.56231,0.81385
505,0.24197,0.04475,0.04152,0.03502,0.36068,0.56278,0.81410
506,0.24234,0.04441,0.04150,0.03500,0.36050,0.56300,0.81419
507,0.24270,0.04451,0.04123,0.03498,0.36057,0.56322,0.81445
508,0.24306,0.04506,0.04121,0.03497,0.36039,0.56344,0.81454
509,0.24342,0.04382,0.04119,0.03495,0.35971,0.56415,0.81480
510,0.24379,0.04303,0.04117,0.03468,0.36003,0.56412,0.81489
511,0.24415,0.04268,0.04115,0.03466,0.35985,0.56434,0.81498
512,0.24451,0.04278,0.04113,0.03465,0.35967,0.56456,0.81507
513,0.24487,0.04066,0.04111,0.03463,0.35899,0.56527,0.81532
514,0.24523,0.04164,0.04109,0.03461,0.35881,0.56549,0.81541
515,0.24559,0.04129,0.04107,0.03459,0.35864,0.56570,0.81551
516,0.24595,0.04226,0.04104,0.03458,0.35846,0.56592,0.81560
517,0.24631,0.04147,0.04102,0.03456,0.35828,0.56614,0.81569
518,0.24667,0.04200,0.04100,0.03454,0.35810,0.56635,0.81578
519,0.24703,0.04253,0.04098,0.03453,0.35792,0.56657,0.81587
520,0.24738,0.04349,0.04096,0.03451,0.35775,0.56678,0.81596
521,0.24774,0.04298,0.04095,0.03450,0.35766,0.56689,0.81602
522,0.24810,0.04306,0.04093,0.03448,0.35748,0.56710,0.81611
523,0.24846,0.04314,0.04091,0.03447,0.35681,0.56782,0.81636
524,0.24881,0.04365,0.04089,0.03445,0.35663,0.56803,0.81645
525,0.24917,0.04373,0.04087,0.03443,0.35596,0.56874,0.81670
526,0.24953,0.04424,0.04085,0.03441,0.35578,0.56895,0.81679
527,0.24988,0.04344,0.04083,0.03440,0.35511,0.56966,0.81704
528,0.25024,0.04352,0.04081,0.03438,0.35493,0.56987,0.81713
529,0.25059,0.04229,0.04079,0.03436,0.35426,0.57058,0.81738
530,0.25095,0.04236,0.04077,0.03435,0.35409,0.57079,0.81747
531,0.25130,0.04200,0.04075,0.03433,0.35391,0.57101,0.81756
532,0.25166,0.04250,0.04073,0.03431,0.35374,0.57122,0.81765
533,0.25201,0.04257,0.04071,0.03430,0.35307,0.57192,0.81790
534,0.25236,0.04349,0.04069,0.03428,0.35290,0.57213,0.81799
535,0.25272,0.04398,0.04067,0.03426,0.35272,0.57234,0.81808
536,0.25307,0.04362,0.04065,0.03424,0.35255,0.57255,0.81817
537,0.25342,0.04410,0.04063,0.03423,0.35238,0.57277,0.81826
538,0.25377,0.04459,0.04061,0.03421,0.35220,0.57298,0.81834
539,0.25413,0.04507,0.04059,0.03419,0.35203,0.57319,0.81843
540,0.25448,0.04427,0.04057,0.03418,0.35186,0.57340,0.81852
541,0.25483,0.04305,0.04055,0.03416,0.35070,0.57459,0.81893
542,0.25518,0.04396,0.04053,0.03414,0.35053,0.57480,0.81902
543,0.25553,0.04316,0.04051,0.03413,0.34986,0.57550,0.81927
544,0.25588,0.04364,0.04049,0.03411,0.34969,0.57571,0.81935
545,0.25623,0.04326,0.04047,0.03409,0.34952,0.57591,0.81944
546,0.25658,0.04247,0.04045,0.03408,0.34935,0.57612,0.81953
547,0.25693,0.04252,0.04043,0.03406,0.34918,0.57633,0.81962
548,0.25728,0.04157,0.04042,0.03405,0.34909,0.57643,0.81967
549,0.25763,0.04161,0.04040,0.03404,0.34892,0.57664,0.81976
550,0.25797,0.04124,0.04038,0.03402,0.34875,0.57685,0.81985
551,0.25832,0.04212,0.04036,0.03400,0.34858,0.57705,0.81994
552,0.25867,0.04301,0.04034,0.03399,0.34841,0.57726,0.82002
553,0.25902,0.04305,0.04032,0.03397,0.34775,0.57796,0.82027
554,0.25936,0.04267,0.04030,0.03395,0.34758,0.57816,0.82036
555,0.25971,0.04187,0.04028,0.03394,0.34741,0.57837,0.82044
556,0.26006,0.04108,0.04002,0.03392,0.34700,0.57906,0.82085
557,0.26040,0.04153,0.04000,0.03390,0.34683,0.57927,0.82094
558,0.26075,0.04157,0.03998,0.03364,0.34666,0.57972,0.82118
559,0.26109,0.04243,0.03996,0.03363,0.34649,0.57992,0.82127
560,0.26144,0.04081,0.03994,0.03361,0.34584,0.58061,0.82151
561,0.26178,0.04084,0.03992,0.03359,0.34567,0.58082,0.82160
562,0.26213,0.04087,0.03990,0.03358,0.34550,0.58102,0.82169
563,0.26247,0.04049,0.03988,0.03356,0.34533,0.58123,0.82177
564,0.26281,0.04011,0.03986,0.03354,0.34468,0.58192,0.82202
565,0.26316,0.04014,0.03984,0.03353,0.34402,0.58260,0.82226
566,0.26350,0.04058,0.03983,0.03351,0.34386,0.58281,0.82235
567,0.26384,0.04143,0.03981,0.03350,0.34369,0.58301,0.82243
568,0.26419,0.04145,0.03979,0.03348,0.34352,0.58321,0.82252
569,0.26453,0.04188,0.03977,0.03346,0.34336,0.58341,0.82260
570,0.26487,0.04232,0.03975,0.03345,0.34319,0.58362,0.82269
571,0.26521,0.04193,0.03973,0.03343,0.34302,0.58382,0.82277
572,0.26555,0.04317,0.03971,0.03341,0.34286,0.58402,0.82286
573,0.26589,0.04319,0.03969,0.03340,0.34269,0.58422,0.82294
574,0.26623,0.04361,0.03967,0.03338,0.34204,0.58491,0.82318
575,0.26657,0.04322,0.03965,0.03337,0.34188,0.58511,0.82327
576,0.26691,0.04161,0.03963,0.03335,0.34123,0.58579,0.82351
577,0.26725,0.03959,0.03961,0.03333,0.34058,0.58647,0.82375
578,0.26759,0.04001,0.03959,0.03332,0.34042,0.58667,0.82384
579,0.26793,0.04003,0.03933,0.03330,0.34049,0.58687,0.82408
580,0.26827,0.04004,0.03932,0.03329,0.34033,0.58707,0.82416
581,0.26861,0.04045,0.03930,0.03327,0.34016,0.58727,0.82425
582,0.26895,0.04087,0.03928,0.03325,0.34000,0.58747,0.82433
583,0.26928,0.04047,0.03926,0.03324,0.33935,0.58815,0.82457
584,0.26962,0.03968,0.03924,0.03322,0.33919,0.58835,0.82466
585,0.26996,0.04009,0.03922,0.03321,0.33903,0.58855,0.82474
586,0.27030,0.04049,0.03920,0.03319,0.33886,0.58874,0.82482
587,0.27063,0.04050,0.03918,0.03317,0.33870,0.58894,0.82491
588,0.27097,0.04090,0.03916,0.03316,0.33854,0.58914,0.82499
589,0.27130,0.04050,0.03915,0.03314,0.33790,0.58982,0.82523
590,0.27164,0.04130,0.03913,0.03313,0.33725,0.59049,0.82547
591,0.27197,0.04170,0.03911,0.03311,0.33709,0.59069,0.82555
592,0.27231,0.04209,0.03909,0.03309,0.33693,0.59089,0.82563
593,0.27264,0.04209,0.03883,0.03308,0.33701,0.59108,0.82587
594,0.27298,0.04209,0.03881,0.03282,0.33733,0.59104,0.82596
595,0.27331,0.04168,0.03879,0.03281,0.33669,0.59171,0.82620
596,0.27365,0.04168,0.03877,0.03279,0.33652,0.59191,0.82628
597,0.27398,0.04048,0.03876,0.03278,0.33636,0.59211,0.82636
598,0.27431,0.04048,0.03874,0.03228,0.33668,0.59230,0.82660
599,0.27464,0.04086,0.03872,0.03227,0.33652,0.59250,0.82668
600,0.27498,0.04164,0.03870,0.03225,0.33636,0.59269,0.82676
601,0.27531,0.04241,0.03868,0.03223,0.33572,0.59336,0.82700
602,0.27564,0.04279,0.03866,0.03222,0.33508,0.59403,0.82724
603,0.27597,0.04356,0.03865,0.03220,0.33492,0.59423,0.82732
604,0.27630,0.04355,0.03863,0.03219,0.33476,0.59442,0.82740
605,0.27663,0.04353,0.03861,0.03217,0.33460,0.59461,0.82748
606,0.27697,0.04273,0.03835,0.03216,0.33421,0.59528,0.82788
607,0.27730,0.04310,0.03833,0.03214,0.33405,0.59548,0.82796
608,0.27763,0.04347,0.03832,0.03213,0.33389,0.59567,0.82804
609,0.27796,0.04267,0.03830,0.03211,0.33373,0.59586,0.82812
610,0.27828,0.04303,0.03828,0.03210,0.33357,0.59605,0.82820
611,0.27861,0.04418,0.03826,0.03208,0.33341,0.59625,0.82828
612,0.27894,0.04298,0.03824,0.03207,0.33325,0.59644,0.82836
613,0.27927,0.04141,0.03822,0.03205,0.33262,0.59710,0.82860
614,0.27960,0.04177,0.03821,0.03204,0.33246,0.59729,0.82868
615,0.27993,0.04213,0.03819,0.03202,0.33231,0.59749,0.82876
616,0.28025,0.04172,0.03817,0.03201,0.33167,0.59815,0.82899
617,0.28058,0.04092,0.03815,0.03199,0.33104,0.59882,0.82923
618,0.28091,0.04128,0.03813,0.03198,0.33041,0.59948,0.82947
619,0.28124,0.04163,0.03812,0.03196,0.32978,0.60014,0.82970
620,0.28156,0.04160,0.03810,0.03195,0.32915,0.60080,0.82994
621,0.28189,0.04234,0.03808,0.03193,0.32900,0.60099,0.83002
622,0.28221,0.04307,0.03806,0.03191,0.32884,0.60118,0.83009
623,0.28254,0.04227,0.03804,0.03166,0.32821,0.60208,0.83048
624,0.28286,0.04262,0.03803,0.03165,0.32806,0.60227,0.83056
625,0.28319,0.04220,0.03801,0.03163,0.32790,0.60246,0.83064
626,0.28351,0.04293,0.03799,0.03162,0.32775,0.60264,0.83072
627,0.28384,0.04212,0.03774,0.03160,0.32736,0.60330,0.83111
628,0.28416,0.04132,0.03772,0.03159,0.32720,0.60349,0.83119
629,0.28449,0.04205,0.03770,0.03157,0.32705,0.60368,0.83127
630,0.28481,0.04201,0.03768,0.03156,0.32690,0.60386,0.83135
631,0.28513,0.04158,0.03766,0.03154,0.32627,0.60452,0.83158
632,0.28546,0.04230,0.03765,0.03153,0.32612,0.60471,0.83166
633,0.28578,0.04226,0.03763,0.03151,0.32596,0.60489,0.83174
634,0.28610,0.04259,0.03761,0.03150,0.32581,0.60508,0.83181
635,0.28642,0.04179,0.03759,0.03148,0.32519,0.60573,0.83205
636,0.28674,0.04212,0.03758,0.03147,0.32504,0.60592,0.83212
637,0.28707,0.04170,0.03756,0.03146,0.32488,0.60610,0.83220
638,0.28739,0.04165,0.03754,0.03144,0.32473,0.60629,0.83228
639,0.28771,0.04123,0.03752,0.03143,0.32411,0.60694,0.83251
640,0.28803,0.04065,0.03751,0.03118,0.32427,0.60703,0.83272
641,0.28835,0.04098,0.03750,0.03117,0.32412,0.60722,0.83279
642,0.28867,0.04018,0.03748,0.03115,0.32396,0.60740,0.83287
643,0.28899,0.03976,0.03746,0.03114,0.32381,0.60759,0.83295
644,0.28931,0.03783,0.03721,0.03113,0.32389,0.60777,0.83318
645,0.28963,0.03629,0.03649,0.03111,0.32444,0.60795,0.83372
646,0.28995,0.03647,0.03648,0.03110,0.32437,0.60804,0.83377
647,0.29026,0.03716,0.03647,0.03109,0.32422,0.60823,0.83385
648,0.29058,0.03748,0.03645,0.03107,0.32407,0.60841,0.83392
649,0.29090,0.03817,0.03643,0.03106,0.32391,0.60859,0.83400
650,0.29122,0.03738,0.03641,0.03105,0.32376,0.60878,0.83408
651,0.29154,0.03769,0.03616,0.03103,0.32385,0.60896,0.83431
652,0.29185,0.03764,0.03615,0.03102,0.32369,0.60914,0.83438
653,0.29217,0.03832,0.03613,0.03100,0.32354,0.60932,0.83446
654,0.29249,0.03716,0.03611,0.03099,0.32339,0.60951,0.83453
655,0.29280,0.03784,0.03610,0.03097,0.32324,0.60969,0.83461
656,0.29312,0.03852,0.03608,0.03096,0.32309,0.60987,0.83469
657,0.29343,0.03919,0.03606,0.03094,0.32294,0.61005,0.83476
658,0.29375,0.03876,0.03605,0.03093,0.32279,0.61023,0.83484
659,0.29407,0.03907,0.03603,0.03092,0.32264,0.61041,0.83491
660,0.29438,0.03960,0.03602,0.03091,0.32257,0.61050,0.83496
661,0.29469,0.03806,0.03600,0.03020,0.32242,0.61138,0.83550
662,0.29501,0.03836,0.03599,0.03018,0.32227,0.61156,0.83557
663,0.29532,0.03866,0.03597,0.03017,0.32165,0.61221,0.83580
664,0.29564,0.03896,0.03595,0.02992,0.32150,0.61262,0.83603
665,0.29595,0.03926,0.03594,0.02991,0.32135,0.61280,0.83610
666,0.29626,0.03992,0.03592,0.02990,0.32121,0.61298,0.83618
667,0.29658,0.03985,0.03590,0.02988,0.32059,0.61362,0.83641
668,0.29689,0.04015,0.03589,0.02987,0.32044,0.61380,0.83648
669,0.29720,0.04080,0.03587,0.02985,0.32030,0.61398,0.83655
670,0.29751,0.03927,0.03585,0.02984,0.31969,0.61462,0.83678
671,0.29783,0.04029,0.03584,0.02983,0.31954,0.61480,0.83686
672,0.29814,0.04094,0.03582,0.02981,0.31939,0.61498,0.83693
673,0.29845,0.03942,0.03581,0.02980,0.31878,0.61562,0.83716
674,0.29876,0.04043,0.03579,0.02979,0.31863,0.61579,0.83723
675,0.29907,0.04107,0.03577,0.02977,0.31849,0.61597,0.83730
676,0.29938,0.04172,0.03576,0.02976,0.31788,0.61661,0.83753
677,0.29969,0.04149,0.03575,0.02975,0.31780,0.61670,0.83758
678,0.30000,0.04177,0.03573,0.02974,0.31720,0.61734,0.83781
679,0.30031,0.04205,0.03571,0.02972,0.31705,0.61751,0.83788
680,0.30062,0.04305,0.03570,0.02971,0.31690,0.61769,0.83795
681,0.30093,0.04188,0.03568,0.02924,0.31722,0.61786,0.83818
682,0.30124,0.04144,0.03566,0.02922,0.31661,0.61850,0.83840
683,0.30155,0.03992,0.03565,0.02921,0.31647,0.61868,0.83848
684,0.30185,0.03876,0.03563,0.02920,0.31586,0.61931,0.83870
685,0.30216,0.03903,0.03562,0.02918,0.31572,0.61949,0.83877
686,0.30247,0.03859,0.03560,0.02917,0.31511,0.62012,0.83900
687,0.30278,0.03872,0.03559,0.02916,0.31527,0.61998,0.83905
688,0.30308,0.03828,0.03557,0.02915,0.31513,0.62015,0.83912
689,0.30339,0.03819,0.03556,0.02914,0.31498,0.62033,0.83919
690,0.30370,0.03846,0.03554,0.02912,0.31484,0.62050,0.83926
691,0.30400,0.03908,0.03553,0.02911,0.31469,0.62067,0.83934
692,0.30431,0.03971,0.03551,0.02910,0.31455,0.62085,0.83941
693,0.30462,0.04033,0.03549,0.02908,0.31440,0.62102,0.83948
694,0.30492,0.03917,0.03548,0.02907,0.31426,0.62119,0.83955
695,0.30523,0.03908,0.03546,0.02906,0.31412,0.62137,0.83963
696,0.30553,0.03863,0.03544,0.02904,0.31351,0.62200,0.83985
697,0.30584,0.03819,0.03543,0.02880,0.31383,0.62194,0.83992
698,0.30614,0.03915,0.03541,0.02879,0.31369,0.62212,0.83999
699,0.30644,0.03977,0.03540,0.02877,0.31354,0.62229,0.84007
700,0.30675,0.03896,0.03538,0.02876,0.31294,0.62292,0.84029
701,0.30705,0.03711,0.03468,0.02875,0.31348,0.62309,0.84081
702,0.30736,0.03666,0.03444,0.02851,0.31357,0.62349,0.84118
703,0.30766,0.03621,0.03442,0.02849,0.31297,0.62412,0.84140
704,0.30796,0.03682,0.03440,0.02848,0.31283,0.62429,0.84147
705,0.30826,0.03602,0.03439,0.02824,0.31269,0.62469,0.84170
706,0.30857,0.03592,0.03437,0.02823,0.31254,0.62486,0.84177
707,0.30887,0.03618,0.03436,0.02821,0.31240,0.62503,0.84184
708,0.30917,0.03608,0.03434,0.02820,0.31226,0.62520,0.84191
709,0.30947,0.03633,0.03433,0.02819,0.31212,0.62537,0.84198
710,0.30977,0.03623,0.03431,0.02818,0.31197,0.62554,0.84205
711,0.31007,0.03508,0.03429,0.02816,0.31183,0.62571,0.84212
712,0.31037,0.03498,0.03428,0.02815,0.31169,0.62588,0.84219
713,0.31068,0.03523,0.03426,0.02814,0.31155,0.62605,0.84226
714,0.31098,0.03429,0.03426,0.02813,0.31148,0.62613,0.84231
715,0.31128,0.03384,0.03424,0.02812,0.31134,0.62630,0.84238
716,0.31158,0.03339,0.03422,0.02788,0.31165,0.62625,0.84245
717,0.31187,0.03364,0.03421,0.02787,0.31151,0.62642,0.84252
718,0.31217,0.03215,0.03419,0.02785,0.31137,0.62659,0.84259
719,0.31247,0.03205,0.03418,0.02784,0.31123,0.62675,0.84266
720,0.31277,0.03056,0.03416,0.02783,0.31109,0.62692,0.84273
721,0.31307,0.03046,0.03415,0.02782,0.31095,0.62709,0.84280
722,0.31337,0.03070,0.03413,0.02780,0.31080,0.62726,0.84287
723,0.31367,0.02991,0.03412,0.02756,0.31112,0.62720,0.84294
724,0.31396,0.02843,0.03410,0.02755,0.31098,0.62737,0.84301
725,0.31426,0.02901,0.03409,0.02754,0.31084,0.62754,0.84308
726,0.31456,0.02994,0.03407,0.02753,0.31069,0.62771,0.84315
727,0.31485,0.03052,0.03406,0.02751,0.31055,0.62788,0.84322
728,0.31515,0.03042,0.03404,0.02750,0.31041,0.62804,0.84329
729,0.31545,0.03065,0.03402,0.02749,0.31027,0.62821,0.84336
730,0.31574,0.03089,0.03401,0.02748,0.31014,0.62838,0.84343
731,0.31604,0.03078,0.03399,0.02747,0.31000,0.62855,0.84350
732,0.31634,0.03067,0.03398,0.02745,0.30941,0.62916,0.84372
733,0.31663,0.03090,0.03396,0.02744,0.30927,0.62933,0.84379
734,0.31693,0.03147,0.03395,0.02743,0.30913,0.62950,0.84386
735,0.31722,0.03034,0.03393,0.02742,0.30899,0.62966,0.84393
736,0.31752,0.03057,0.03392,0.02740,0.30885,0.62983,0.84399
737,0.31781,0.02977,0.03390,0.02739,0.30871,0.63000,0.84406
738,0.31810,0.03034,0.03389,0.02738,0.30857,0.63016,0.84413
739,0.31840,0.03091,0.03387,0.02737,0.30843,0.63033,0.84420
740,0.31869,0.03113,0.03386,0.02735,0.30830,0.63049,0.84427
741,0.31898,0.03102,0.03384,0.02734,0.30771,0.63111,0.84449
742,0.31928,0.03124,0.03383,0.02733,0.30757,0.63127,0.84456
743,0.31957,0.03112,0.03381,0.02732,0.30699,0.63189,0.84477
744,0.31986,0.03033,0.03357,0.02731,0.30707,0.63205,0.84499
745,0.32015,0.03055,0.03356,0.02729,0.30694,0.63221,0.84506
746,0.32045,0.03077,0.03354,0.02728,0.30680,0.63238,0.84512
747,0.32074,0.03031,0.03353,0.02727,0.30666,0.63254,0.84519
748,0.32103,0.03053,0.03351,0.02726,0.30652,0.63271,0.84526
749,0.32132,0.03108,0.03350,0.02724,0.30639,0.63287,0.84533
